textID,text,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
e0090fba83,watching the jobros live chat .. not live though  haha.,noon,60-70,Dominican Republic,10847910,4.83E+04,225
d9e1b10a4f,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,night,70-100,Ecuador,17643054,248360,71
0e5d9cd378,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,morning,0-20,Egypt,102334404,995450,103
1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",noon,21-30,El Salvador,6486205,20720,313
57ee48d640, the honesty`s to much...........  Sorry couldn`t resist;),night,31-45,Equatorial Guinea,1402985,28050,50
e0794d1a3e,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced,morning,46-60,Eritrea,3546421,101000,35
2baa1924cd,noooooooo...another headache...hopefully not a migraine,noon,60-70,Estonia,1326535,42390,31
c3261537c6,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",morning,0-20,Ethiopia,114963588,1000000,115
259ab53f07, i make them good girls go bad,noon,21-30,Fiji,896445,18270,49
c180265483,Sites that republish my blog`s feed often end up higher than my blog on Google search results,night,31-45,Finland,5540720,3.04E+05,18
1e7956b538,Going to have dinner. bbs,morning,46-60,France,65273511,547557,119
c8a9799256, we can all but hope... georgia is still wide awake and has the hiccups,noon,60-70,Gabon,2225734,257670,9
9fdac069e1,no phone  i knew i should`ve charged it last night. SIGH,night,70-100,Gambia,2416668,10120,239
e27ea173e0, quite,morning,0-20,Georgia,3989167,69490,57
e468a185dc,oh yes! Level 40,noon,21-30,Germany,83783942,348560,240
fe626ba958,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,night,31-45,Ghana,31072940,227540,137
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,morning,46-60,Greece,10423054,128900,81
a539826f28,frustrated by my stupid iPhone I need a blackberry!!!!,noon,60-70,Grenada,112523,340,331
5efc764068,Woo - got a fast mobile broadband connection now,night,70-100,Guatemala,17915568,107160,167
e133dbdc62, But I really want a Sporebat pet.,morning,0-20,Guinea,13132795,2.46E+05,53
e74af209c6,I`m still at the mothers day lunch at my uncles house. Having a nice time!,noon,21-30,Guinea-Bissau,1968001,28120,70
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,night,31-45,Guyana,786552,196850,4
cac874449f," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",morning,46-60,Haiti,11402528,27560,414
bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,noon,60-70,Holy See,801,0,2003
60521a571e, my bad homie,night,70-100,Honduras,9904607,111890,89
3b6a25d97c,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,morning,0-20,Hungary,9660351,90530,107
bcf13877f7,Good morning everyone,noon,21-30,Iceland,341243,100250,3
c4a8602e0a," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",night,31-45,India,1380004385,2973190,464
4e06f98760,shake shake shake shake shake it,morning,46-60,Indonesia,273523615,1811570,151
62aebe35b6,Raining again,noon,60-70,Iran,83992949,1.63E+06,52
0237b6fd87,good morning world,night,70-100,Iraq,40222493,434320,93
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,morning,0-20,Ireland,4937786,68890,72
cfdb8ea6d8,back to br,noon,21-30,Israel,8655535,21640,400
935a3c2bf5,Time to put the weapons on the charger for the night.  Sleep tight,night,31-45,Italy,60461826,294140,206
c1e33be64e,Using tiffys computer...it feels different from mine... the touch is different.,morning,46-60,Jamaica,2961167,10830,273
000b3211af,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,noon,60-70,Japan,126476461,364555,347
ffa3258a83, Are they both still talking to you then?,night,70-100,Jordan,10203134,88780,115
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,morning,0-20,Kazakhstan,18776707,2699700,7
35674461fe, lol that was a great movie,noon,21-30,Kenya,53771296,569140,94
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,night,31-45,Kiribati,119449,8.10E+02,147
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,morning,46-60,Kuwait,4270571,17820,240
8e4553e921, Let`s go!,noon,60-70,Kyrgyzstan,6524195,191800,34
cbfe82ef26,feels really sick.,night,70-100,Laos,7275560,230800,32
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,morning,0-20,Latvia,1886198,62200,30
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,noon,21-30,Lebanon,6825445,10230,667
ed0ace22bf, u don`t have school today????,night,31-45,Lesotho,2142249,30360,71
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,morning,46-60,Liberia,5057681,96320,53
178b3ca782,People at work are stressing me out.,noon,60-70,Libya,6871292,1759540,4
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,night,70-100,Liechtenstein,38128,160,238
6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,morning,0-20,Lithuania,2722289,6.27E+04,43
696a2abd8a,never trust someone else`s battery operated power tools when you`re in a hurry,noon,21-30,Luxembourg,625978,2590,242
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,night,31-45,Madagascar,27691018,581795,48
52fd9f56fb,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,morning,46-60,Malawi,19129952,94280,203
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,noon,60-70,Malaysia,32365999,328550,99
1620bd719e,All done. No more internship.,night,70-100,Maldives,540544,300,1802
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,morning,0-20,Mali,20250833,1220190,17
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",noon,21-30,Malta,441543,320,1380
ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,night,31-45,Marshall Islands,59190,180,329
792c97a352,my best friends bought something which i really want.,morning,46-60,Mauritania,4649658,1030700,5
384a8c1c53," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",noon,60-70,Mauritius,1271768,2.03E+03,626
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,night,70-100,Mexico,128932753,1943950,66
daed8640af, me tooo,morning,0-20,Micronesia,115023,700,164
0c79867978,My net died so yeah....  I`m sad now,noon,21-30,Moldova,4033963,32850,123
fe588dce16, then am anticipating the next ten days!,night,31-45,Monaco,39242,1,26337
30b5985a07,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,morning,46-60,Mongolia,3278290,1553560,2
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",noon,60-70,Montenegro,628066,13450,47
5bbfbb31da,getting ready to babysit,night,70-100,Morocco,36910560,446300,83
41cf23c2d2,Bad migrane and need to go to dancing tonight.... Not a good combination,morning,0-20,Mozambique,31255435,786380,40
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",noon,21-30,Myanmar (formerly Burma),54409800,653290,83
6c843b2f56, i dunno if he saw it  happy birthday girl!,night,31-45,Namibia,2540905,8.23E+05,3
29736d30cc, I`m looking forward too see and hear you in Norway!! Live fast!,morning,46-60,Nauru,10824,20,541
2da7ae1656, awesome,noon,60-70,Nepal,29136808,143350,203
0927b99040, actually workin from home tonight...  you?,night,70-100,Netherlands,17134872,33720,508
a35cb60975, ****! I want to be at the beach in the sun,morning,0-20,New Zealand,4822233,263310,18
7e49648b99,OH. I am just so tired.,noon,21-30,Nicaragua,6624554,120340,55
b7234b7720,"Well, my dog still isn`t at the shelter. I hope someone good has him",night,31-45,Niger,24206644,1266700,19
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,morning,46-60,Nigeria,206139589,910770,226
c9e5ca399a," Hello there, Taylor  I MISS YOU. Its been 2 months </3",noon,60-70,North Korea,25778816,120410,214
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,night,70-100,North Macedonia,2083374,25220,83
2d5206550f, Always a good idea.,morning,0-20,Norway,5421241,3.65E+05,15
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,noon,21-30,Oman,5106626,309500,16
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,night,31-45,Pakistan,220892340,770880,287
09e0880c54," not here for long hun, head hurts",morning,46-60,Palau,18094,460,39
bf2419a824,At walmart playing hide and seek.,noon,60-70,Palestine State,5101414,6020,847
2fac1b845b, whatever do you mean?,night,70-100,Panama,4314767,74340,58
15fb68bf9f,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,morning,0-20,Papua New Guinea,8947024,452860,20
a93afddcdf, That it does  just wish more people would notice it,noon,21-30,Paraguay,7132538,397300,18
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,night,31-45,Peru,32971854,1280000,26
6559ad2e3e,"Wish you were here, babe",morning,46-60,Philippines,109581078,298170,368
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,noon,60-70,Poland,37846611,3.06E+05,124
17deedd7a4,"I love summer, but I oddly don`t want this school year to end.",night,70-100,Portugal,10196709,91590,111
d27429521a, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,morning,0-20,Qatar,2881053,11610,248
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",noon,21-30,Romania,19237691,230170,84
c12a98d8f3,i so can`t be bothered working tomorrow!,night,31-45,Russia,145934462,16376870,9
0a60d11178, kittens are cute then they grow up n become CATS,morning,46-60,Rwanda,12952218,24670,525
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,noon,60-70,Saint Kitts and Nevis,53199,260,205
a25f8983ff, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,night,70-100,Saint Lucia,183627,610,301
9b172f1737, gawd. People still remember the preggers comment. Hate you!,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,noon,21-30,Samoa,198414,2830,70
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,night,31-45,San Marino,33931,6.00E+01,566
7796395821, yeah freakin sucks!!,morning,46-60,Sao Tome and Principe,219159,960,228
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,noon,60-70,Saudi Arabia,34813871,2149690,16
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,night,70-100,Senegal,16743927,192530,87
add95c3198,Sooo tell me how I lost followerzzz,morning,0-20,Serbia,8737371,87460,100
c41d259d60, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,noon,21-30,Seychelles,98347,460,214
3099b7261b,looking for people,night,31-45,Sierra Leone,7976983,72180,111
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,morning,46-60,Singapore,5850342,700,8358
d12acf4e01, Awwww   i`ve got some photos of cute bunnies,noon,60-70,Slovakia,5459642,48088,114
dad3160e52,long day and i still have to mow the lawn,night,70-100,Slovenia,2078938,20140,103
598603422e,Shoot. Only 12 miles,morning,0-20,Solomon Islands,686884,2.80E+04,25
c3c79502f9, why has it been so long since i have talked to you let alone seen you?? it makes me sad,noon,21-30,Somalia,15893222,627340,25
02b43cd23c,Happy mothers day mom  ?,night,31-45,South Africa,59308690,1213090,49
058f39acca,I want cookies for breakfast! Luckily I`m an adult and can do that!,morning,46-60,South Korea,51269185,97230,527
90af5c843a,Mowing #6. I hate my lawn,noon,60-70,South Sudan,11193725,610952,18
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",night,70-100,Spain,46754778,498800,94
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,morning,0-20,Sri Lanka,21413249,62710,341
5496094dac,Feeling bad for  profile pic,noon,21-30,Sudan,43849260,1765048,25
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,night,31-45,Suriname,586632,156000,4
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],morning,46-60,Sweden,10099265,410340,25
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,noon,60-70,Switzerland,8654622,3.95E+04,219
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,night,70-100,Syria,17500658,183630,95
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3,morning,0-20,Tajikistan,9537645,139960,68
31d260e718, There`s no pause button in the game of life.,noon,21-30,Tanzania,59734218,885800,67
b22aff92be," that`s black market material right there, my friend!",night,31-45,Thailand,69799978,510890,137
